#SEED: 0.31395875941962004
SAT0,6.5338546245602345,169.69340029872296,699.9217465701627
SAT1,-61.345697285848395,-3.7027690122096146,626.1180386413815
SAT2,84.01795742281303,-58.101825366129106,573.4870573674867
SAT3,-14.351654496580124,137.20172270713982,392.17438650706845
SAT4,66.57061839778288,40.98234000914789,473.7738341314127
SAT5,-10.130148906658746,-79.8987840119608,645.398642613317
SAT6,53.42412775405731,163.49863531183422,641.6486513564303
SAT7,48.97154725614726,-3.256614325963227,630.8926302632075
SAT8,-2.260194817398059,-67.10073153341115,654.9657174802285
SAT9,-20.87115166326005,11.850864600001557,523.3919956929944
SAT10,-38.56360385792569,-9.362213600049614,682.9275047002545
SAT11,16.22196007302729,20.233214857334303,427.70290253053287
SAT12,-79.9217975027841,91.4149767777431,630.9738000628181
SAT13,5.019902692030314,83.07645638194583,635.4455919371355
SAT14,20.824180584031183,32.85019676671291,626.2663010039535
SAT15,-78.19513717882458,177.964288349115,412.84753989467083
SAT16,-81.91032078847394,63.022761038045275,613.8079622291048
SAT17,50.25091406754598,-124.05365987758216,443.02920614752134
SAT18,-27.820855079491686,94.18602891551944,460.9376941514537
SAT19,59.620665033826356,-37.48125075084968,572.8347603075808
ROUTE,-82.19773113483569,55.11437956415094,88.92486099544865,7.999990743415793
