#SEED: 0.4517866356763989
SAT0,-86.22077183455296,92.34789572500614,342.6139294052674
SAT1,40.58822054437411,163.57356341328295,350.79839303609873
SAT2,-20.63064279460221,-138.99841511807446,395.8488365535758
SAT3,43.65723405081508,-121.94200140315766,643.4753903314344
SAT4,-46.12214515166683,-139.85988717395165,604.234477513126
SAT5,-74.6821130899602,-159.2011479242316,659.1174846562074
SAT6,83.73365379523747,-22.300955088346228,369.9946608920967
SAT7,3.981502368944305,-122.87665610638257,460.5329433386852
SAT8,1.5907123737504776,94.21404025665214,454.3484754585645
SAT9,-16.563762997255495,117.16745536093202,686.1097151863244
SAT10,-57.21644365254466,-76.16780786576011,598.912268805949
SAT11,-52.05923399805496,109.2328354592832,307.85394710905365
SAT12,57.10399202303765,-119.4341465831674,699.1860912322816
SAT13,-35.19652420383514,-54.43274227124351,536.4963074312714
SAT14,23.42284322655958,-90.2453504232343,552.6486353275368
SAT15,66.98612954681968,-79.19330658124397,611.0118820024699
SAT16,-62.31451061882963,-152.74369148254647,491.9734994010787
SAT17,56.720018535160676,26.432409113493435,525.7089479562682
SAT18,30.16031311404349,-83.16986142432748,586.533127990889
SAT19,65.86581604226467,57.19863129058558,635.9486862455585
ROUTE,-36.984900402244186,-125.07899630806698,60.51943292291347,31.506022069453593
